z [m],scaleX,scaleY
-0.370876106235264,4.81040327661025,0.00285723499505257
-0.0880820278918669,2.34981858778689,3.73380803190399
-0.0961548091996464,1.52258245733093,1.46480608545517
-0.107244033314635,1.46973420925491,1.53359643347964
-0.013979398916003,0.837488707810525,1.32417188533157
-0.0145587142914371,0.952301005539231,1.33151242155182
-0.0131549046821874,1.12581363920409,0.847529857311797
-0.011970228200452,0.851354411037995,0.848384055767137
-0.0244029702426464,0.784889138148924,1.00751241515664
-0.0530663986744128,2.58471912281412,5.03116782278386
-0.041014062008951,2.17889154420692,4.32245338286908
-0.0130535022897868,1.15557197777941,0.959033365718149
-0.0178288634343678,1.17629814725129,0.948604113220345
-0.0125480298384191,0.824305228343235,0.945365132369997
-0.0120289100979345,0.831239718517504,0.940779359386606
-0.0122667598824893,0.705168527863639,0.881373442492018
-0.022662110734483,0.940339145696761,0.855192626091756
